origin,dest,distance,arr_delay
JFK,BUF,301.0,-4.0
LGA,CMH,479.0,-18.0
EWR,IND,645.0,-7.0
EWR,GSO,445.0,0.0
LGA,ORD,733.0,-2.0
JFK,FLL,1069.0,-8.0
LGA,SRQ,1047.0,-14.0
EWR,DFW,1372.0,-15.0
LGA,RDU,431.0,-20.0
LGA,RDU,431.0,-5.0
LGA,FLL,1076.0,-20.0
EWR,CVG,569.0,-10.0
LGA,MIA,1096.0,-20.0
JFK,CLT,541.0,-20.0
JFK,LAX,2475.0,-17.0
EWR,BOS,200.0,-8.0
EWR,PHX,2133.0,-4.0
EWR,IAH,1400.0,-8.0
EWR,RDU,416.0,-8.0
LGA,CLT,544.0,-12.0
LGA,CLE,419.0,5.0
LGA,BOS,184.0,-19.0
EWR,MCO,937.0,-17.0
LGA,MDW,725.0,-18.0
EWR,PBI,1023.0,-9.0
LGA,DFW,1389.0,-10.0
JFK,LGB,2465.0,-21.0
EWR,MEM,946.0,-13.0
LGA,DCA,214.0,-8.0
LGA,ATL,762.0,-5.0
EWR,SFO,2565.0,-4.0
EWR,ORD,719.0,10.0
EWR,LAX,2454.0,11.0
EWR,MSN,799.0,7.0
LGA,STL,888.0,-5.0
JFK,CHS,636.0,-9.0
LGA,IAD,229.0,-10.0
EWR,SAN,2425.0,-13.0
EWR,CLE,404.0,-9.0
EWR,IAH,1400.0,9.0
JFK,BOS,187.0,-1.0
LGA,MEM,963.0,23.0
LGA,ORD,733.0,-3.0
LGA,ATL,762.0,-10.0
JFK,JAX,828.0,-20.0
LGA,PBI,1035.0,-10.0
LGA,MSP,1020.0,3.0
LGA,ATL,762.0,-2.0
LGA,PBI,1035.0,-3.0
JFK,FLL,1069.0,-16.0
EWR,DEN,1605.0,17.0
LGA,MSN,812.0,-12.0
EWR,DCA,199.0,7.0
JFK,MSY,1182.0,-13.0
EWR,SFO,2565.0,-14.0
JFK,ROC,264.0,-10.0
EWR,MCI,1092.0,-10.0
EWR,MIA,1085.0,-18.0
EWR,ATL,746.0,32.0
EWR,AVL,583.0,3.0
EWR,CLE,404.0,-6.0
JFK,HOU,1428.0,-17.0
JFK,IAD,228.0,13.0
LGA,FLL,1076.0,-12.0
EWR,MSP,1008.0,27.0
EWR,LAS,2227.0,-16.0
JFK,CLE,425.0,-3.0
JFK,IAD,228.0,-14.0
LGA,MIA,1096.0,-15.0
JFK,TPA,1005.0,-8.0
EWR,FLL,1065.0,-7.0
LGA,CLT,544.0,-5.0
JFK,CLT,541.0,1.0
JFK,BWI,184.0,1.0
LGA,CLT,544.0,-15.0
JFK,DCA,213.0,-26.0
LGA,TPA,1010.0,-24.0
JFK,PIT,340.0,14.0
LGA,CMH,479.0,-16.0
JFK,RDU,427.0,4.0
EWR,CLT,529.0,-3.0
JFK,SEA,2422.0,15.0
EWR,MCO,937.0,-22.0
JFK,BUF,301.0,45.0
JFK,SJU,1598.0,-23.0
LGA,ATL,762.0,-23.0
JFK,LAS,2248.0,-16.0
EWR,AUS,1504.0,-26.0
JFK,LAX,2475.0,-3.0
LGA,ORD,733.0,-14.0
LGA,MSP,1020.0,25.0
JFK,MCO,944.0,2.0
LGA,DEN,1620.0,-9.0
JFK,IND,665.0,21.0
JFK,MIA,1089.0,6.0
LGA,MCO,950.0,-10.0
JFK,IND,665.0,32.0
EWR,LAX,2454.0,-15.0
LGA,DTW,502.0,29.0
EWR,PHX,2133.0,-9.0
JFK,SJU,1598.0,-15.0
EWR,DTW,488.0,-12.0
JFK,DCA,213.0,12.0
EWR,DFW,1372.0,-25.0
EWR,BNA,748.0,-10.0
JFK,TPA,1005.0,38.0
EWR,STL,872.0,-15.0
LGA,ORD,733.0,-7.0
LGA,DFW,1389.0,-1.0
EWR,CLT,529.0,-3.0
EWR,CHS,628.0,-10.0
EWR,GSP,594.0,-18.0
EWR,TPA,997.0,2.0
LGA,SYR,198.0,-26.0
LGA,DCA,214.0,20.0
EWR,ORD,719.0,-6.0
LGA,CAK,397.0,345.0
JFK,LAX,2475.0,-15.0
LGA,MIA,1096.0,83.0
EWR,MKE,725.0,3.0
JFK,SFO,2586.0,-2.0
EWR,SFO,2565.0,-23.0
LGA,CLE,419.0,-3.0
JFK,LAX,2475.0,-15.0
EWR,BUF,282.0,34.0
EWR,BOS,200.0,2.0
JFK,SFO,2586.0,15.0
JFK,MCO,944.0,3.0
EWR,ATL,746.0,1.0
EWR,IAH,1400.0,-18.0
EWR,TPA,997.0,3.0
LGA,MIA,1096.0,3.0
JFK,BOS,187.0,59.0
JFK,BNA,765.0,-7.0
JFK,BOS,187.0,-3.0
LGA,MCI,1107.0,-6.0
EWR,GRR,605.0,-2.0
EWR,MSP,1008.0,5.0
JFK,ORD,740.0,10.0
JFK,FLL,1069.0,6.0
LGA,CLT,544.0,3.0
JFK,CVG,589.0,12.0
EWR,CLE,404.0,10.0
EWR,RSW,1068.0,-18.0
JFK,RSW,1074.0,22.0
EWR,MDW,711.0,6.0
JFK,SLC,1990.0,-5.0
LGA,BNA,764.0,-17.0
LGA,ATL,762.0,-23.0
JFK,CMH,483.0,21.0
LGA,ORD,733.0,-4.0
EWR,IND,645.0,-4.0
JFK,ORD,740.0,14.0
JFK,SFO,2586.0,-6.0
EWR,FLL,1065.0,-13.0
EWR,ORD,719.0,1.0
LGA,DFW,1389.0,-3.0
EWR,DEN,1605.0,6.0
LGA,PIT,335.0,4.0
JFK,MSP,1029.0,11.0
JFK,MCO,944.0,3.0
EWR,JAX,820.0,-7.0
LGA,TPA,1010.0,7.0
JFK,DTW,509.0,18.0
LGA,ORD,733.0,28.0
LGA,DTW,502.0,4.0
EWR,CVG,569.0,-8.0
LGA,HOU,1428.0,9.0
JFK,ATL,760.0,0.0
EWR,SDF,642.0,-4.0
LGA,CMH,479.0,-10.0
LGA,BOS,184.0,5.0
JFK,DFW,1391.0,-25.0
JFK,BOS,187.0,-2.0
EWR,MIA,1085.0,-26.0
JFK,MIA,1089.0,-13.0
EWR,SAV,708.0,-25.0
LGA,BNA,764.0,-1.0
LGA,ATL,762.0,0.0
LGA,RDU,431.0,30.0
JFK,PBI,1028.0,5.0
JFK,BUF,301.0,3.0
LGA,MSY,1183.0,35.0
JFK,PDX,2454.0,6.0
JFK,BNA,765.0,0.0
JFK,LAX,2475.0,6.0
EWR,GSO,445.0,-12.0
JFK,RDU,427.0,7.0
JFK,MCO,944.0,16.0
EWR,PHX,2133.0,-14.0
JFK,SJU,1598.0,88.0
LGA,MSP,1020.0,21.0
EWR,IAH,1400.0,3.0
JFK,LAX,2475.0,9.0
EWR,SFO,2565.0,-28.0
LGA,DCA,214.0,39.0
JFK,PHX,2153.0,4.0
LGA,MIA,1096.0,10.0
EWR,MCO,937.0,11.0
JFK,ORF,290.0,-6.0
JFK,SFO,2586.0,-2.0
EWR,DAY,533.0,-12.0
EWR,ROC,246.0,-13.0
EWR,ATL,746.0,-11.0
JFK,LAX,2475.0,7.0
EWR,HOU,1411.0,-5.0
JFK,BOS,187.0,7.0
EWR,FLL,1065.0,13.0
EWR,DTW,488.0,-11.0
JFK,CVG,589.0,1.0
LGA,RDU,431.0,-1.0
EWR,CVG,569.0,-32.0
LGA,STL,888.0,1.0
EWR,MSY,1167.0,-2.0
EWR,MEM,946.0,-17.0
EWR,DEN,1605.0,-4.0
JFK,ORD,740.0,5.0
LGA,IAH,1416.0,-13.0
JFK,AUS,1521.0,-3.0
JFK,LAS,2248.0,5.0
JFK,BTV,266.0,9.0
LGA,DEN,1620.0,15.0
EWR,SEA,2402.0,58.0
JFK,DCA,213.0,3.0
JFK,OAK,2576.0,-9.0
JFK,LAX,2475.0,24.0
JFK,IAH,1417.0,21.0
EWR,STL,872.0,-8.0
LGA,MDW,725.0,34.0
EWR,RIC,277.0,-19.0
EWR,BOS,200.0,-9.0
LGA,DEN,1620.0,19.0
JFK,CLT,541.0,8.0
LGA,MCO,950.0,-4.0
LGA,DTW,502.0,17.0
JFK,SAN,2446.0,21.0
EWR,DFW,1372.0,-10.0
LGA,CLT,544.0,85.0
LGA,ORD,733.0,17.0
LGA,BNA,764.0,14.0
EWR,IND,645.0,-19.0
EWR,SLC,1969.0,-18.0
EWR,DFW,1372.0,-7.0
JFK,SFO,2586.0,-6.0
LGA,ATL,762.0,28.0
LGA,DEN,1620.0,8.0
EWR,MCO,937.0,-21.0
JFK,RDU,427.0,-6.0
EWR,CVG,569.0,-8.0
EWR,LAX,2454.0,-5.0
LGA,DEN,1620.0,36.0
JFK,MCI,1113.0,0.0
JFK,AUS,1521.0,20.0
LGA,DFW,1389.0,41.0
LGA,ATL,762.0,11.0
EWR,SFO,2565.0,-21.0
EWR,CLT,529.0,-11.0
JFK,BUR,2465.0,0.0
EWR,SFO,2565.0,-28.0
LGA,CLT,544.0,35.0
EWR,IAH,1400.0,-10.0
JFK,IAD,228.0,14.0
JFK,MIA,1089.0,-13.0
EWR,LAS,2227.0,-6.0
LGA,ORF,296.0,76.0
EWR,STL,872.0,1.0
JFK,SAN,2446.0,19.0
LGA,PIT,335.0,-7.0
EWR,SAN,2425.0,-25.0
JFK,SFO,2586.0,61.0
JFK,LAS,2248.0,-18.0
EWR,DTW,488.0,-17.0
LGA,DFW,1389.0,-6.0
JFK,PHX,2153.0,12.0
LGA,IAD,229.0,76.0
LGA,XNA,1147.0,21.0
LGA,MCO,950.0,10.0
EWR,PBI,1023.0,-16.0
LGA,ATL,762.0,9.0
EWR,ATL,746.0,-22.0
LGA,ORD,733.0,30.0
LGA,RDU,431.0,32.0
EWR,PDX,2434.0,29.0
EWR,ORD,719.0,-12.0
JFK,LGB,2465.0,-20.0
LGA,DCA,214.0,67.0
EWR,RIC,277.0,-13.0
LGA,MSP,1020.0,26.0
EWR,LAX,2454.0,51.0
EWR,PHX,2133.0,-5.0
LGA,BOS,184.0,13.0
LGA,RSW,1080.0,9.0
EWR,TPA,997.0,47.0
JFK,LAX,2475.0,2.0
EWR,MCO,937.0,20.0
JFK,LAX,2475.0,-12.0
EWR,MSY,1167.0,-20.0
JFK,DFW,1391.0,-6.0
LGA,PBI,1035.0,33.0
LGA,DTW,502.0,8.0
EWR,MDW,711.0,16.0
EWR,SEA,2402.0,21.0
EWR,LAX,2454.0,-7.0
JFK,CHS,636.0,5.0
JFK,MIA,1089.0,3.0
JFK,SEA,2422.0,3.0
JFK,BWI,184.0,17.0
EWR,SNA,2434.0,-22.0
EWR,DTW,488.0,-12.0
EWR,CLT,529.0,2.0
JFK,ATL,760.0,0.0
JFK,DTW,509.0,9.0
LGA,MIA,1096.0,14.0
JFK,SJC,2569.0,-5.0
JFK,CLT,541.0,12.0
EWR,ORD,719.0,12.0
EWR,CLE,404.0,12.0
EWR,ALB,143.0,1.0
LGA,CMH,479.0,34.0
JFK,FLL,1069.0,7.0
JFK,MSP,1029.0,25.0
EWR,DEN,1605.0,-2.0
EWR,SFO,2565.0,9.0
LGA,ATL,762.0,90.0
EWR,CAE,602.0,6.0
EWR,BNA,748.0,64.0
JFK,SFO,2586.0,1.0
LGA,MKE,738.0,16.0
JFK,BUF,301.0,5.0
JFK,BUF,301.0,19.0
EWR,BNA,748.0,-8.0
JFK,SEA,2422.0,43.0
LGA,MIA,1096.0,12.0
JFK,SFO,2586.0,9.0
LGA,ORD,733.0,18.0
JFK,TPA,1005.0,26.0
EWR,FLL,1065.0,-12.0
EWR,PBI,1023.0,2.0
JFK,PHX,2153.0,4.0
JFK,SAN,2446.0,-7.0
LGA,ORD,733.0,12.0
LGA,MSY,1183.0,-3.0
LGA,CLE,419.0,44.0
LGA,STL,888.0,79.0
EWR,DFW,1372.0,0.0
JFK,SFO,2586.0,42.0
LGA,RDU,431.0,13.0
JFK,MCO,944.0,-3.0
JFK,LAS,2248.0,14.0
LGA,DCA,214.0,70.0
LGA,BNA,764.0,60.0
JFK,SLC,1990.0,2.0
JFK,PIT,340.0,16.0
JFK,MCO,944.0,52.0
LGA,IAH,1416.0,26.0
LGA,MEM,963.0,18.0
LGA,FLL,1076.0,27.0
JFK,SFO,2586.0,69.0
EWR,LAS,2227.0,-9.0
JFK,SJU,1598.0,-16.0
JFK,LAS,2248.0,0.0
LGA,CLT,544.0,68.0
JFK,SMF,2521.0,-13.0
EWR,DSM,1017.0,-4.0
EWR,SAT,1569.0,-4.0
JFK,SEA,2422.0,43.0
JFK,SLC,1990.0,0.0
JFK,SFO,2586.0,10.0
EWR,TYS,631.0,-14.0
JFK,RIC,288.0,-2.0
EWR,ATL,746.0,-18.0
JFK,IAD,228.0,31.0
LGA,ORD,733.0,5.0
LGA,CLT,544.0,40.0
JFK,CVG,589.0,35.0
EWR,PWM,284.0,11.0
LGA,ATL,762.0,31.0
EWR,MCO,937.0,-9.0
JFK,TPA,1005.0,28.0
EWR,SEA,2402.0,42.0
JFK,ORD,740.0,62.0
EWR,LAX,2454.0,-16.0
EWR,PBI,1023.0,-18.0
LGA,DCA,214.0,44.0
JFK,MSY,1182.0,41.0
LGA,MIA,1096.0,3.0
LGA,MCO,950.0,5.0
EWR,CHS,628.0,-19.0
LGA,ORD,733.0,174.0
JFK,ABQ,1826.0,-5.0
JFK,DEN,1626.0,5.0
EWR,DAY,533.0,-19.0
LGA,BNA,764.0,60.0
EWR,MCI,1092.0,-5.0
EWR,ORD,719.0,-10.0
JFK,IAD,228.0,56.0
LGA,IAD,229.0,29.0
LGA,PBI,1035.0,207.0
JFK,LAX,2475.0,25.0
JFK,SJU,1598.0,38.0
JFK,SAT,1587.0,44.0
EWR,MKE,725.0,6.0
EWR,ATL,746.0,11.0
JFK,MCO,944.0,18.0
JFK,BOS,187.0,12.0
JFK,FLL,1069.0,27.0
LGA,GSP,610.0,56.0
EWR,MSP,1008.0,10.0
JFK,PBI,1028.0,40.0
EWR,TUL,1215.0,-10.0
JFK,SFO,2586.0,33.0
LGA,TPA,1010.0,30.0
EWR,IAH,1400.0,-21.0
LGA,ATL,762.0,12.0
LGA,MSP,1020.0,60.0
EWR,MIA,1085.0,-31.0
LGA,DTW,502.0,15.0
EWR,IND,645.0,-6.0
LGA,FLL,1076.0,36.0
EWR,LAX,2454.0,-27.0
JFK,BOS,187.0,16.0
JFK,LAX,2475.0,6.0
LGA,MSN,812.0,42.0
LGA,MKE,738.0,64.0
LGA,OMA,1148.0,173.0
EWR,MDW,711.0,-13.0
EWR,OKC,1325.0,-15.0
EWR,CLE,404.0,0.0
LGA,DCA,214.0,27.0
JFK,PHL,94.0,56.0
JFK,PDX,2454.0,48.0
EWR,GSO,445.0,-4.0
EWR,BOS,200.0,28.0
LGA,ATL,762.0,56.0
LGA,ORD,733.0,46.0
LGA,ORD,733.0,0.0
EWR,TPA,997.0,-10.0
LGA,BOS,184.0,38.0
LGA,DSM,1031.0,88.0
JFK,AUS,1521.0,16.0
LGA,BHM,866.0,37.0
EWR,SFO,2565.0,0.0
JFK,LAX,2475.0,6.0
EWR,CLT,529.0,82.0
EWR,JAX,820.0,-20.0
EWR,BOS,200.0,-16.0
JFK,LAX,2475.0,27.0
EWR,BQN,1585.0,-16.0
EWR,RIC,277.0,-21.0
JFK,DCA,213.0,33.0
JFK,FLL,1069.0,52.0
LGA,CLT,544.0,16.0
EWR,MSY,1167.0,-11.0
EWR,FLL,1065.0,-27.0
EWR,BOS,200.0,8.0
LGA,ATL,762.0,79.0
EWR,OMA,1134.0,29.0
JFK,CMH,483.0,89.0
EWR,MCO,937.0,1.0
JFK,LAX,2475.0,132.0
JFK,MSY,1182.0,27.0
EWR,CLT,529.0,8.0
LGA,CAK,397.0,50.0
JFK,BWI,184.0,95.0
LGA,ROC,254.0,124.0
LGA,ATL,762.0,12.0
EWR,MCO,937.0,-8.0
EWR,CVG,569.0,40.0
JFK,DCA,213.0,-5.0
EWR,GSP,594.0,-2.0
JFK,BOS,187.0,47.0
LGA,CLE,419.0,57.0
LGA,MCO,950.0,36.0
LGA,DTW,502.0,34.0
LGA,BOS,184.0,44.0
LGA,DCA,214.0,35.0
JFK,JAX,828.0,36.0
EWR,ALB,143.0,-16.0
EWR,ROC,246.0,-10.0
EWR,IAH,1400.0,-2.0
EWR,STL,872.0,-17.0
EWR,PVD,160.0,-15.0
LGA,TYS,647.0,65.0
JFK,DEN,1626.0,18.0
EWR,BOS,200.0,2.0
LGA,CHS,641.0,74.0
LGA,RDU,431.0,68.0
JFK,ROC,264.0,7.0
LGA,MDW,725.0,93.0
JFK,BTV,266.0,4.0
JFK,MCO,944.0,39.0
JFK,LAX,2475.0,60.0
JFK,BUF,301.0,67.0
LGA,ILM,500.0,58.0
JFK,PWM,273.0,1.0
LGA,RIC,292.0,70.0
LGA,BGR,378.0,46.0
JFK,BOS,187.0,-4.0
LGA,BNA,764.0,67.0
JFK,SYR,209.0,5.0
LGA,FLL,1076.0,85.0
JFK,BUF,301.0,26.0
EWR,SFO,2565.0,60.0
LGA,SYR,198.0,86.0
JFK,PSE,1617.0,-25.0
JFK,SJU,1598.0,-18.0
EWR,CLT,529.0,-20.0
EWR,IAH,1400.0,-9.0
JFK,MIA,1089.0,-3.0
EWR,FLL,1065.0,-3.0
EWR,CVG,569.0,-1.0
EWR,DTW,488.0,-7.0
EWR,CLT,529.0,-17.0
LGA,IAH,1416.0,3.0
LGA,ORD,733.0,-16.0
LGA,IAD,229.0,-10.0
LGA,PHL,96.0,-23.0
LGA,ATL,762.0,-15.0
EWR,SFO,2565.0,-30.0
LGA,ORD,733.0,13.0
LGA,MIA,1096.0,-19.0
LGA,FLL,1076.0,-15.0
JFK,SJU,1598.0,-14.0
EWR,ATL,746.0,15.0
EWR,IAD,212.0,1.0
LGA,BOS,184.0,3.0
EWR,ORD,719.0,1.0
LGA,DTW,502.0,-11.0
LGA,ATL,762.0,18.0
JFK,IAD,228.0,1.0
EWR,FLL,1065.0,-6.0
LGA,DCA,214.0,11.0
JFK,MCO,944.0,-21.0
EWR,MDW,711.0,-1.0
LGA,MSP,1020.0,4.0
EWR,IND,645.0,-17.0
JFK,FLL,1069.0,-23.0
LGA,DFW,1389.0,-7.0
JFK,SFO,2586.0,-6.0
EWR,CMH,463.0,-14.0
JFK,CLT,541.0,-18.0
LGA,RDU,431.0,-17.0
EWR,CLT,529.0,-16.0
EWR,MSP,1008.0,2.0
EWR,BNA,748.0,-21.0
EWR,BOS,200.0,-15.0
LGA,DTW,502.0,-4.0
EWR,HOU,1411.0,-23.0
LGA,ATL,762.0,-1.0
JFK,ORD,740.0,1.0
EWR,SDF,642.0,-24.0
EWR,MSP,1008.0,-4.0
EWR,RDU,416.0,-21.0
JFK,RSW,1074.0,-12.0
LGA,MDW,725.0,-4.0
EWR,TPA,997.0,-5.0
EWR,CLT,529.0,-4.0
EWR,DCA,199.0,-8.0
EWR,BUF,282.0,-5.0
EWR,ATL,746.0,7.0
LGA,ORD,733.0,12.0
JFK,TPA,1005.0,-11.0
LGA,CLT,544.0,-11.0
EWR,PIT,319.0,-12.0
EWR,DEN,1605.0,-20.0
JFK,LAX,2475.0,-38.0
EWR,MCO,937.0,-23.0
EWR,PBI,1023.0,0.0
EWR,BOS,200.0,-2.0
LGA,MKE,738.0,1.0
EWR,CVG,569.0,-12.0
LGA,IAH,1416.0,-17.0
JFK,MSY,1182.0,-6.0
EWR,LAS,2227.0,-20.0
EWR,STL,872.0,13.0
LGA,DEN,1620.0,-6.0
JFK,LAS,2248.0,-6.0
JFK,BOS,187.0,-5.0
JFK,PHX,2153.0,0.0
LGA,MSP,1020.0,33.0
JFK,SJU,1598.0,-26.0
JFK,LAX,2475.0,-10.0
EWR,LAX,2454.0,-9.0
LGA,BOS,184.0,-21.0
JFK,LAX,2475.0,-42.0
LGA,DCA,214.0,-6.0
LGA,FLL,1076.0,-24.0
JFK,BUF,301.0,-11.0
LGA,MCO,950.0,-20.0
EWR,RSW,1068.0,-13.0
LGA,ATL,762.0,-17.0
LGA,MCO,950.0,23.0
LGA,ORD,733.0,-12.0
EWR,ORD,719.0,-19.0
JFK,SFO,2586.0,-13.0
JFK,LAX,2475.0,-15.0
LGA,DFW,1389.0,-7.0
LGA,ORD,733.0,4.0
JFK,SJU,1598.0,-18.0
EWR,STL,872.0,-16.0
JFK,MCO,944.0,16.0
EWR,MIA,1085.0,-25.0
EWR,SEA,2402.0,1.0
EWR,SFO,2565.0,-5.0
EWR,MIA,1085.0,24.0
JFK,MIA,1089.0,-8.0
JFK,SLC,1990.0,-1.0
LGA,MIA,1096.0,-21.0
EWR,GRR,605.0,5.0
LGA,PIT,335.0,12.0
EWR,GSP,594.0,7.0
LGA,STL,888.0,-13.0
LGA,XNA,1147.0,-15.0
EWR,BNA,748.0,-23.0
EWR,MSY,1167.0,-12.0
LGA,CLT,544.0,3.0
JFK,JAX,828.0,-10.0
LGA,PBI,1035.0,-16.0
EWR,BOS,200.0,-6.0
LGA,DTW,502.0,-19.0
EWR,LAX,2454.0,-26.0
EWR,DFW,1372.0,-8.0
LGA,HOU,1428.0,-14.0
EWR,SFO,2565.0,-11.0
LGA,MIA,1096.0,-14.0
JFK,SFO,2586.0,-20.0
JFK,RDU,427.0,-14.0
EWR,MCO,937.0,7.0
EWR,BTV,266.0,-12.0
EWR,GSO,445.0,-16.0
EWR,ORD,719.0,11.0
LGA,TPA,1010.0,-2.0
JFK,SEA,2422.0,-11.0
EWR,ATL,746.0,-4.0
JFK,SRQ,1041.0,-16.0
EWR,SJU,1608.0,-5.0
EWR,ROC,246.0,-21.0
JFK,SFO,2586.0,0.0
JFK,PIT,340.0,-13.0
EWR,SJU,1608.0,-11.0
EWR,ORD,719.0,-15.0
JFK,DTW,509.0,-15.0
JFK,CHS,636.0,-13.0
EWR,OMA,1134.0,-5.0
JFK,IAD,228.0,-12.0
JFK,MCO,944.0,-22.0
LGA,DFW,1389.0,-14.0
EWR,RSW,1068.0,-17.0
LGA,CLT,544.0,-9.0
EWR,DFW,1372.0,-7.0
LGA,DEN,1620.0,-16.0
LGA,BOS,184.0,-26.0
JFK,MSY,1182.0,-26.0
JFK,TPA,1005.0,8.0
EWR,PDX,2434.0,4.0
LGA,ORD,733.0,-16.0
LGA,ATL,762.0,2.0
JFK,LAX,2475.0,-29.0
JFK,MIA,1089.0,-25.0
LGA,PBI,1035.0,-16.0
JFK,RDU,427.0,-4.0
JFK,MSP,1029.0,7.0
EWR,MDW,711.0,-6.0
LGA,ORD,733.0,-5.0
LGA,DCA,214.0,-9.0
JFK,SFO,2586.0,-24.0
LGA,GSO,461.0,-15.0
JFK,TPA,1005.0,-18.0
LGA,CLE,419.0,-13.0
JFK,FLL,1069.0,-17.0
EWR,CHS,628.0,-22.0
JFK,MCO,944.0,-18.0
LGA,DEN,1620.0,3.0
JFK,DCA,213.0,19.0
LGA,TPA,1010.0,-4.0
LGA,MSY,1183.0,-3.0
EWR,CLT,529.0,1.0
JFK,HOU,1428.0,-30.0
JFK,LAS,2248.0,-31.0
EWR,TPA,997.0,-3.0
JFK,SJU,1598.0,-43.0
EWR,MCI,1092.0,-20.0
JFK,ORD,740.0,-15.0
LGA,DTW,502.0,-22.0
JFK,DCA,213.0,-14.0
JFK,SAN,2446.0,-5.0
EWR,MEM,946.0,-4.0
LGA,MIA,1096.0,-17.0
JFK,LAX,2475.0,-19.0
EWR,SAN,2425.0,-36.0
EWR,RIC,277.0,-29.0
LGA,BNA,764.0,-18.0
EWR,BOS,200.0,-13.0
EWR,MSP,1008.0,-13.0
LGA,IAD,229.0,-13.0
EWR,BOS,200.0,-38.0
EWR,XNA,1131.0,-15.0
JFK,CLT,541.0,-6.0
LGA,IAH,1416.0,45.0
LGA,RSW,1080.0,6.0
JFK,CLT,541.0,-10.0
JFK,BOS,187.0,-16.0
JFK,ATL,760.0,-5.0
EWR,CVG,569.0,-18.0
LGA,RDU,431.0,-23.0
JFK,BOS,187.0,-10.0
LGA,DEN,1620.0,3.0
LGA,MSP,1020.0,5.0
EWR,DAY,533.0,4.0
LGA,ATL,762.0,-7.0
JFK,AUS,1521.0,-30.0
LGA,CLT,544.0,-22.0
EWR,STL,872.0,-16.0
EWR,MSP,1008.0,-1.0
EWR,SNA,2434.0,-16.0
JFK,TPA,1005.0,-13.0
EWR,PHX,2133.0,5.0
EWR,JAX,820.0,-11.0
LGA,CMH,479.0,-18.0
EWR,SEA,2402.0,-8.0
LGA,IAH,1416.0,-34.0
JFK,RDU,427.0,-12.0
LGA,ROC,254.0,1.0
LGA,BNA,764.0,15.0
JFK,SJU,1598.0,-10.0
EWR,DEN,1605.0,-16.0
LGA,DCA,214.0,-17.0
EWR,IAH,1400.0,-31.0
JFK,ROC,264.0,-24.0
EWR,LAX,2454.0,-25.0
JFK,SAN,2446.0,-42.0
LGA,BOS,184.0,-11.0
EWR,SFO,2565.0,29.0
LGA,DFW,1389.0,-14.0
JFK,PWM,273.0,-23.0
JFK,FLL,1069.0,-20.0
JFK,LAX,2475.0,-30.0
EWR,LAX,2454.0,8.0
LGA,ORD,733.0,0.0
EWR,ORD,719.0,-7.0
EWR,DTW,488.0,-18.0
EWR,PBI,1023.0,-19.0
JFK,LAX,2475.0,-20.0
EWR,FLL,1065.0,-4.0
LGA,ORD,733.0,-5.0
EWR,ATL,746.0,-10.0
EWR,DCA,199.0,-12.0
EWR,SFO,2565.0,-21.0
JFK,BTV,266.0,-14.0
LGA,DTW,502.0,-13.0
LGA,ATL,762.0,1.0
JFK,PBI,1028.0,-12.0
EWR,IND,645.0,-4.0
JFK,SFO,2586.0,8.0
LGA,CLT,544.0,-18.0
JFK,MIA,1089.0,-21.0
JFK,LAX,2475.0,-30.0
LGA,ATL,762.0,1.0
LGA,FLL,1076.0,16.0
EWR,MIA,1085.0,-10.0
LGA,SDF,659.0,-24.0
JFK,LAX,2475.0,-18.0
LGA,MIA,1096.0,-22.0
LGA,MCO,950.0,-27.0
EWR,MCO,937.0,-7.0
EWR,AUS,1504.0,-40.0
LGA,CLT,544.0,-13.0
LGA,MCO,950.0,-17.0
EWR,DFW,1372.0,-18.0
LGA,FLL,1076.0,-7.0
EWR,BOS,200.0,-18.0
LGA,ORD,733.0,-13.0
JFK,SYR,209.0,-17.0
LGA,MEM,963.0,-30.0
LGA,MDW,725.0,-22.0
EWR,HNL,4963.0,-12.0
JFK,SJU,1598.0,-14.0
EWR,LAX,2454.0,-16.0
LGA,MIA,1096.0,-32.0
JFK,LAS,2248.0,-20.0
EWR,FLL,1065.0,-16.0
LGA,ORD,733.0,-15.0
JFK,LAS,2248.0,-14.0
LGA,MKE,738.0,-2.0
LGA,STL,888.0,-24.0
LGA,ORF,296.0,27.0
JFK,MCO,944.0,-17.0
LGA,BOS,184.0,-16.0
LGA,DCA,214.0,-21.0
LGA,DAY,549.0,-17.0
EWR,ATL,746.0,-27.0
EWR,SFO,2565.0,-18.0
LGA,IAH,1416.0,-26.0
EWR,LAS,2227.0,-15.0
LGA,CLT,544.0,-16.0
JFK,HNL,4983.0,32.0
JFK,SFO,2586.0,8.0
LGA,CAK,397.0,3.0
LGA,BNA,764.0,-8.0
LGA,ATL,762.0,-3.0
LGA,ATL,762.0,-2.0
LGA,IND,660.0,-14.0
EWR,MKE,725.0,4.0
EWR,RSW,1068.0,-1.0
EWR,ORD,719.0,-8.0
LGA,SRQ,1047.0,71.0
LGA,IAD,229.0,-6.0
EWR,ORD,719.0,0.0
EWR,PHX,2133.0,-27.0
JFK,CLT,541.0,-8.0
LGA,PBI,1035.0,-30.0
EWR,IAD,212.0,-16.0
JFK,FLL,1069.0,-20.0
EWR,CLT,529.0,-18.0
LGA,RIC,292.0,-10.0
JFK,BOS,187.0,-13.0
EWR,CHS,628.0,31.0
JFK,SFO,2586.0,-9.0
LGA,ORD,733.0,-17.0
JFK,LAX,2475.0,-16.0
JFK,LAS,2248.0,-27.0
EWR,BNA,748.0,-11.0
